speaker,vowel,F1,F2
wun0F0kui0Tang2,a,714.8173219016345,1291.6881345511256
wun0F0kui0Tang2,ā,824.1377705489114,1744.310850565614
wun0F0kui0Tang2,i,336.7388129055876,2695.802916241493
wun0F0kui0Tang2,a,353.80291591206105,756.7374453648972
wun0F0kui0Tang2,ā,994.4499170000853,1369.8419452160904
wun0F0kui0Tang2,a,790.3324258863815,1431.126812926704
wun0F0kui0Tang2,ā,423.0171614459832,974.8809157470008
wun0F0kui0Tang2,i,274.6308261205035,682.4095808785512
wun0F0kui0Tang2,a,891.9659650979568,1406.1582439398328
wun0F0kui0Tang2,ā,768.387885976466,1054.703691359487
wun0F0kui0Tang2,i,310.78587609892645,2821.345057945938
wun0F0kui0Tang2,a,349.109574345222,1956.1009419073866
wun0F0kui0Tang2,o,458.15467253861175,1065.049373235764
wun0F0kui0Tang2,i,334.8462428920999,2585.069267527168
wun0F0kui0Tang2,ā,972.383692503249,1470.929515394256
wun0F0kui0Tang2,a,627.8460215902015,1537.7258912129253
