speaker,vowel,F1,F2
wun0F0kui0Tang2,a,674.4459715310339,1419.2369925122057
wun0F0kui0Tang2,a,381.0521052468312,2115.4773480038148
wun0F0kui0Tang2,a,499.8389007668418,1517.0608196915005
wun0F0kui0Tang2,ā,496.3006438462673,868.3005888782836
wun0F0kui0Tang2,i,338.9819865433652,2283.535766886154
wun0F0kui0Tang2,a,862.181894470969,1449.2249206266108
wun0F0kui0Tang2,a,383.6456214604285,1146.0557033009366
wun0F0kui0Tang2,a,1111.3908093560165,1537.4393730332536
wun0F0kui0Tang2,a,607.1533781154803,1525.402495512938
wun0F0kui0Tang2,ā,963.9913942277163,1585.3175936341765
wun0F0kui0Tang2,a,787.3439540200875,1328.3470353410598
wun0F0kui0Tang2,a,784.8743531502473,1371.124980104316
wun0F0kui0Tang2,a,338.0913196355345,3222.598819518304
wun0F0kui0Tang2,ā,900.2189806849999,1342.480251987489
wun0F0kui0Tang2,a,366.2210380237942,1181.980725028651
wun0F0kui0Tang2,o,465.84292106531353,1116.458241652038
wun0F0kui0Tang2,a,750.5950419212536,1212.5442623176075
wun0F0kui0Tang2,i,365.38737503932964,2380.193503731709
wun0F0kui0Tang2,a,907.5842967375504,1403.6344721243995
wun0F0kui0Tang2,ā,892.0815162890347,1567.430447155025
wun0F0kui0Tang2,o,345.8048562108435,793.7008405266696
wun0F0kui0Tang2,i,289.4970981423195,1343.5770686443295
wun0F0kui0Tang2,a,351.6239545818607,1216.5980283614736
wun0F0kui0Tang2,i,268.79415138490106,845.0380569510999
wun0F0kui0Tang2,a,906.0097040428486,1484.5192632404521
wun0F0kui0Tang2,ā,937.247314711926,1188.3962680000773
wun0F0kui0Tang2,i,317.5350727982836,2695.07025105206
wun0F0kui0Tang2,a,340.9293831497502,1136.7836469384495
wun0F0kui0Tang2,a,344.391973008441,879.1812964258052
wun0F0kui0Tang2,a,380.647753122503,1123.6825450112487
wun0F0kui0Tang2,o,625.2898940321054,967.7321037844465
wun0F0kui0Tang2,a,642.8316525741064,1155.256012802152
wun0F0kui0Tang2,o,308.2071690671237,1302.4975670159108
wun0F0kui0Tang2,a,759.2897162417398,1280.7322815411953
wun0F0kui0Tang2,a,711.0144175876658,1525.1346432089686
wun0F0kui0Tang2,u,305.54791099035316,870.5683321744062
wun0F0kui0Tang2,a,765.8452265552252,1202.0457690955327
wun0F0kui0Tang2,a,683.0562687148499,1165.270996458987
wun0F0kui0Tang2,ā,589.9932182354238,1289.3407778742435
wun0F0kui0Tang2,a,504.7245181435346,1160.8886081041103
wun0F0kui0Tang2,a,254.10767995584732,1124.374008202097
wun0F0kui0Tang2,a,520.6640255547701,1518.8317871521208
wun0F0kui0Tang2,a,304.77714134066247,1010.873838801624
wun0F0kui0Tang2,a,491.1386948413321,1272.0748097381352
wun0F0kui0Tang2,a,290.8675275510103,1170.7384490370903
wun0F0kui0Tang2,a,1005.1826915945614,1389.918141292219
wun0F0kui0Tang2,a,880.5401028873678,1326.0529055035154
wun0F0kui0Tang2,i,327.954947208223,2858.1658857628186
wun0F0kui0Tang2,ā,885.0308398729396,1400.623266027677
wun0F0kui0Tang2,i,239.95308787922988,541.7451870542973
wun0F0kui0Tang2,a,930.3305198968204,1394.4036921274576
wun0F0kui0Tang2,ā,909.9785082726397,1192.975044998536
wun0F0kui0Tang2,i,323.95711495367385,2707.8440946122473
wun0F0kui0Tang2,a,365.64256564180585,2018.5903408069955
wun0F0kui0Tang2,o,732.4417426184539,1203.8115088329637
wun0F0kui0Tang2,i,333.9115920301351,620.4323257050885
wun0F0kui0Tang2,a,330.52886767058476,1072.7290302928943
wun0F0kui0Tang2,i,315.86897431820717,899.1451532487018
wun0F0kui0Tang2,a,709.197897780043,1306.0222836150149
wun0F0kui0Tang2,a,314.1941033896401,1248.9732993858092
wun0F0kui0Tang2,a,760.5535726811031,1472.8550830730323
wun0F0kui0Tang2,ā,959.7017533918092,1470.8724747404053
wun0F0kui0Tang2,a,885.299871421322,1393.2016209464841
wun0F0kui0Tang2,ā,974.2201329668503,1241.314584573312
wun0F0kui0Tang2,a,630.8322679209566,1231.3097377023303
wun0F0kui0Tang2,a,515.346078094356,1451.2078276083623
wun0F0kui0Tang2,u,916.1765900838074,1344.2820888371348
wun0F0kui0Tang2,a,701.0185173924519,1155.7466004612345
wun0F0kui0Tang2,a,586.1225917038245,1178.920881177064
wun0F0kui0Tang2,a,254.08924547321485,1246.966622709787
wun0F0kui0Tang2,a,662.5698656191959,1433.5162258591076
wun0F0kui0Tang2,a,634.1009439898944,1278.0711279708878
wun0F0kui0Tang2,i,383.72145538036006,1062.5976705494395
wun0F0kui0Tang2,a,821.6056783287477,1470.0654375229512
wun0F0kui0Tang2,i,287.5147825999941,1345.3053366647534
wun0F0kui0Tang2,a,801.1433451527005,1258.035201612052
wun0F0kui0Tang2,ā,768.013784027073,1042.8025665561086
wun0F0kui0Tang2,i,323.39161182417035,2560.0092603337425
wun0F0kui0Tang2,u,317.50637179346205,1169.6579563847697
wun0F0kui0Tang2,u,288.64455639899586,1029.6572336211582
wun0F0kui0Tang2,a,611.4716084596387,1414.5038145791202
wun0F0kui0Tang2,i,301.9291831473635,972.5438327537142
wun0F0kui0Tang2,ā,1075.5563928455888,1401.2190080777852
wun0F0kui0Tang2,ā,919.1306492127818,1396.6428361473656
wun0F0kui0Tang2,ā,913.700667320468,2061.9768192140896
wun0F0kui0Tang2,a,864.9905371261646,1410.0105897698006
wun0F0kui0Tang2,i,212.70500396217562,2186.1110162928853
wun0F0kui0Tang2,a,310.1675614490567,713.12494603656
wun0F0kui0Tang2,a,938.7900424096237,1522.013927869725
wun0F0kui0Tang2,i,340.16021817156036,2565.223189448196
wun0F0kui0Tang2,ā,871.2067170120857,1360.7313356092013
wun0F0kui0Tang2,i,325.564081269419,2352.734008197388
wun0F0kui0Tang2,a,553.2292462791336,1248.90955274344
wun0F0kui0Tang2,a,340.5460575899883,1406.380625236975
wun0F0kui0Tang2,ā,1003.6814795451951,1439.6144306482354
wun0F0kui0Tang2,a,953.9624991226052,1435.6382380744826
wun0F0kui0Tang2,ā,844.1412718439758,1139.0011507240135
wun0F0kui0Tang2,i,313.3930142686247,2593.094438204504
wun0F0kui0Tang2,a,277.65877558848456,1966.7860097839737
wun0F0kui0Tang2,o,694.4249003681477,1183.2616760148521
wun0F0kui0Tang2,i,346.16078527799925,2466.4146940161927
wun0F0kui0Tang2,ā,953.8520703242505,1467.4013216001347
wun0F0kui0Tang2,a,795.2147738377483,1306.3485471159438
wun0F0kui0Tang2,i,275.5804187598745,2042.075760393537
wun0F0kui0Tang2,ā,894.2176213580698,1349.8517481926676
wun0F0kui0Tang2,a,618.6332173123106,1445.8162925855845
wun0F0kui0Tang2,ā,916.2051018228317,1390.5933409242414
wun0F0kui0Tang2,a,825.8837011087397,1322.3662868919685
wun0F0kui0Tang2,ā,532.5016699549966,1185.9621808922227
wun0F0kui0Tang2,o,365.8220852745503,782.8379785066397
wun0F0kui0Tang2,a,346.9994474680208,1893.7297609250888
wun0F0kui0Tang2,i,254.37868753462797,717.6315504724269
wun0F0kui0Tang2,a,872.0070305544084,1416.133914937011
wun0F0kui0Tang2,ā,325.5046285844711,992.5484172193774
wun0F0kui0Tang2,i,265.5697896760432,833.7371419330487
wun0F0kui0Tang2,i,334.80680801981924,2705.9608312830837
wun0F0kui0Tang2,a,338.40202429225235,2285.1227431141506
wun0F0kui0Tang2,i,339.1656203195893,2606.2391711473238
wun0F0kui0Tang2,i,285.8377939597348,2123.174649694669
wun0F0kui0Tang2,i,285.19770586842657,964.7683442907036
wun0F0kui0Tang2,a,589.7592784139789,1194.4104425541307
wun0F0kui0Tang2,a,741.6457207677018,1156.8464618769553
wun0F0kui0Tang2,a,496.95455462873485,1614.5420234242358
wun0F0kui0Tang2,a,508.0419462076591,1195.4084159530785
wun0F0kui0Tang2,a,274.2221871453343,633.5973211740851
wun0F0kui0Tang2,ā,1034.9049246072282,1467.3488338868674
wun0F0kui0Tang2,a,782.0421396351304,1076.0889085309414
